𒑱	�
N34@c	A1@a
N34@f	A1@a
N34@f@t	A1@a@a
N36	A1
N36@f	A1@a
N45	A1
N45@f	A1@a
N46	A1
N46@f	A1@a
N48	A1
N48@f	A1@a
N50	A1
N51	A1
N51@f	A1@a
N54	A1
N57	A1
N58	A1
N8	A1
|N8×DIŠ|	|A1A|
na	a
NA	A
na₂	a
|NA₂.HU|	|A.A|
|NA₂.X|	|A.A|
na₃	a
na₄	a
na₅	a
na₆	a
na₇	a
na₈	a
nab	a
nab₃	a
nab₄	a
nad	a
nad₃	a
nag	a
nag₃	a
nag₄	a
naga	a
NAGA	A
NAGA@180	A@1
naga₂	a
naga₃	a
naga₄	a
nagada	a
|NAGA×DIŠ|	|A|
nagadₓ	a
nagal	a
|NAGA@NAGA|	|A@A|
nagar	a
NAGAR	A
nagar₃	a
nagara	a
|NAGAR.BU|	|A.A|
|NAGAR.DIŠ|	|A.A|
nagargalₓ	a
nagarₓ	a
|NAGAR.ZA@t|	|A.A@a|
|NAGAR×ZA@t|	|A@a|
|NAGA×ŠU@t|	|A@a|
NAGA@t	A@a
|NAGA.U₂|	|A.A|
nagbu	a
nagbumₓ	a
nagga	a
nagiri	a
nagₓ	a
nah	a
nah₂	a
nak	a
nak₂	a
nam	a
NAM	A
nam₂	a
NAM₂	A
NAM₂@g@t	A@a@a
NAM₂@t	A@a
nam₃	a
nam₄	a
nama	a
namduₓ	a
|NAM.EN|	|A.A|
|NAM.EN.NA|	|A.A.A|
|NAM.LUGAL|	|A.A|
namma	a
nammaₓ	a
nammu	a
nammuₓ	a
namri	a
namru	a
namruₓ	a
|NAM.SAL.TUG₂|	|A.A.A|
namšeše	a
|NAM.SU|	|A.A|
namₓ	a
nan	a
nan₂	a
nan₃	a
nanam	a
nanam₂	a
nanga	a
nanga₂	a
nanga₃	a
nanga₄	a
nanga₆	a
nangaₓ	a
nanibgal	a
nanibgal₂	a
nanibgalₓ	a
nanna	a
nanna₂	a
nannaₓ	a
nanše	a
naŋ	a
naŋ₃	a
naŋ₄	a
naŋa	a
naŋa₃	a
naŋa₄	a
naŋar	a
naŋaₓ	a
nap	a
nap₂	a
nappilu	a
naq	a
nar	a
nar₃	a
naraₓ	a
nari	a
narₓ	a
naš	a
našše	a
nat	a
nat₂	a
nata	a
naₓ	a
nazi	a
ne	a
NE	A
ne₂	a
ne₃	a
ne₄	a
ne₅	a
ne₆	a
ne₇	a
ne₈	a
|NE×A|	|A|
ned	a
neda	a
|NE.GI|	|A.A|
nehandiₓ	a
|NE×KASKAL|	|A|
nem	a
nemur	a
nemur₂	a
nemurₓ	a
nen	a
nen₉	a
|NE.NE|	|A.A|
nenerₓ	a
nenim	a
nenin	a
nenkum	a
nenkumₓ	a
nenna	a
nenna₂	a
nenni	a
nenni₂	a
nenni₅	a
|NE.PAP|	|A.A|
|NE×PAP|	|A|
|NE.PAP.BAU077|	|A.A.A1|
|NE.PAP.BAU377|	|A.A.A1|
|NE.PAP.GIŠ|	|A.A.A|
neq₂	a
ner	a
nerah	a
nergal	a
nergalₓ	a
nerigal	a
|NE.RU|	|A.A|
nes	a
NE@s	A@a
neš	a
neš₂	a
neša	a
nesag	a
nesag₂	a
nesaŋ	a
nesaŋ₂	a
nesaŋₓ	a
|NE@s.GA.MES|	|A@a.A.A|
|NE@s.GI|	|A@a.A|
|NE.SI.A|	|A.A.A|
|NE.SI@g|	|A.A@a|
net	a
neṭ	a
|NE×UD|	|A|
ni	a
NI	A
ni₁₀	a
ni₁₁	a
ni₂	a
NI₂	A
ni₃	a
ni₅	a
ni₆	a
ni₇	a
ni₈	a
ni₉	a
nib	a
nibri	a
nibru	a
nid	a
nida	a
nida₂	a
nidaba	a
nidaba₂	a
nidalam	a
nidalam₂	a
nidalam₃	a
nidalam₄	a
nidba	a
nidba₂	a
nidbaₓ	a
|NI.DIŠ.GIŠ|	|A.A.A|
nidlam	a
nidlam₂	a
nidlam₃	a
nidlam₄	a
|NI×E|	|A|
nieš	a
nig	a
nig₂	a
nig₆	a
niga	a
nigan	a
nigar	a
niggi	a
niggin	a
nigginaku	a
niggiₓ	a
nigi	a
nigi₂	a
nigi₃	a
nigida	a
nigidaeš	a
NIGIDAEŠ	A
NIGIDAEŠ@c	A@a
nigidalimmu	a
nigidamin	a
NIGIDAMIN	A
NIGIDAMIN@c	A@a
nigin	a
nigin₁₀	a
nigin₁₁	a
nigin₂	a
nigin₃	a
nigin₄	a
nigin₅	a
nigin₆	a
nigin₇	a
nigin₈	a
nigin₉	a
niginₓ	a
nigir	a
nigir₂	a
nigir₃	a
|NI.GIŠ|	|A.A|
nigiₓ	a
nigru	a
nigu	a
nigₓ	a
|NI.HUB₂|	|A.A|
nik	a
nik₂	a
nik₅	a
nika	a
nilimmu	a
|NI.LU|	|A.A|
nim	a
NIM	A
nim₂	a
nim₅	a
nima	a
nimar	a
nimbar	a
nimem₃	a
nimen	a
nimen₂	a
nimen₄	a
nimen₅	a
nimenₓ	a
|NIM×GAN₂|	|A|
|NIM×GAN₂@t|	|A@a|
|NIM×(GAR.GAN₂@t)|	|A(A.A@a)|
nimgigre	a
nimgigri₂	a
nimgir	a
nimgir₂	a
nimgirgirri	a
nimgirgirri₂	a
nimin	a
nimina	a
niminₓ	a
nimirₓ	a
nimŋirŋirri₂	a
nimur	a
nimurₓ	a
nin	a
nin₁₀	a
nin₂	a
nin₃	a
nin₄	a
nin₅	a
nin₆	a
nin₇	a
nin₉	a
nina	a
nina₂	a
nina₃	a
nina₄	a
ninagal	a
ninda	a
ninda₂	a
NINDA₂	A
NINDA₂@180	A@1
|NINDA₂×1(N06)|	|A1(A1)|
|NINDA₂×2(DIŠ)|	|A1(A)|
|NINDA₂×2(DIŠ@c)|	|A1(A@a)|
|NINDA₂×2(N01)|	|A1(A1)|
|NINDA₂×3(AŠ)|	|A1(A)|
|NINDA₂×3(AŠ@c)|	|A1(A@a)|
|NINDA₂×AN|	|A|
|NINDA₂.AŠ|	|A.A|
|NINDA₂×AŠ|	|A|
|NINDA₂×(AŠ.AŠ)|	|A(A.A)|
|NINDA₂.AŠ.AŠ|	|A.A.A|
|NINDA₂×AŠ@c|	|A@a|
|NINDA₂×(AŠ@c.AŠ@c)|	|A(A@a.A@a)|
|NINDA₂×BAL|	|A|
|NINDA₂×DIM@g|	|A@a|
|NINDA₂×DIŠ@c|	|A@a|
|NINDA₂×(DIŠ.ŠE.A.AN)|	|A(A.A.A.A)|
|NINDA₂×DUB|	|A|
|NINDA₂×DUN₃@g|	|A@a|
|NINDA₂×GAL|	|A|
|NINDA₂×GAR₃|	|A|
|NINDA₂×GI|	|A|
|NINDA₂×GI.IDIM|	|A.A|
|NINDA₂×GIŠ|	|A|
|NINDA₂×(GIŠ.DAR)|	|A(A.A)|
|NINDA₂×GUD|	|A|
|NINDA₂×GUL|	|A|
|NINDA₂×HI|	|A|
|NINDA₂×IGI@g|	|A@a|
|NINDA₂×KEŠ₂|	|A|
|NINDA₂×LAK50|	|A1|
|NINDA₂×MAŠ|	|A|
|NINDA₂×(ME.GAN₂@t)|	|A(A.A@a)|
|NINDA₂×MI|	|A|
|NINDA₂×NE|	|A|
|NINDA₂×NUMUN|	|A|
|NINDA₂×NUN|	|A|
|NINDA₂×(PAP.PAP)|	|A(A.A)|
|NINDA₂×ŠANABI@c|	|A@a|
|NINDA₂×ŠE|	|A|
|NINDA₂×ŠE.A|	|A.A|
|NINDA₂×(ŠE.A).AN|	|A(A.A).A|
|NINDA₂×(ŠE.A.AN)|	|A(A.A.A)|
|NINDA₂×ŠE.A.AN|	|A.A.A|
|NINDA₂×(ŠE.AN)|	|A(A.A)|
|NINDA₂×(ŠE.AŠ.AŠ)|	|A(A.A.A)|
|NINDA₂×(ŠE.AŠ@c)|	|A(A.A@a)|
|NINDA₂×(ŠE.AŠ@c.AŠ@c)|	|A(A.A@a.A@a)|
|NINDA₂×ŠID|	|A|
|NINDA₂×ŠIM|	|A|
|NINDA₂×ŠUŠANA@c|	|A@a|
|NINDA₂×TUR|	|A|
|NINDA₂×U|	|A|
|NINDA₂×U₂|	|A|
|NINDA₂×(U₂.AŠ)|	|A(A.A)|
|NINDA₂×U@c|	|A@a|
|NINDA₂×(U@c.U@c)|	|A(A@a.A@a)|
|NINDA₂×(U.GUD)|	|A(A.A)|
|NINDA₂×URUDA|	|A|
|NINDA₂×UŠ|	|A|
|NINDA₂×(U.U)|	|A(A.A)|
|NINDA₂×(U.U.U)|	|A(A.A.A)|
|NINDA₂×X|	|A|
|NINDA₂×(X.MAŠ)|	|A(A.A)|
ninda₃	a
nindaba	a
nindabaₓ	a
nindamekar	a
nindan	a
nindanaₓ	a
nindar	a
nindaₓ	a
nindu	a
nindu₂	a
nindubₓ	a
ningi	a
ningi₂	a
ningi₃	a
ningin₃	a
ningin₄	a
ningiₓ	a
nini	a
|NI&NI|	|A&A|
|NI.NI|	|A.A|
ninim	a
ninindu	a
ninindu₂	a
ninir	a
ninkum	a
ninkumₓ	a
ninmuš	a
ninna	a
ninna₂	a
ninnaₓ	a
ninni₂	a
ninni₃	a
ninni₄	a
ninni₅	a
ninni₇	a
ninni₈	a
ninnim₄	a
ninnim₇	a
ninnimₓ	a
ninniₓ	a
ninnu	a
ninnu₂	a
ninnuₓ	a
ninšatumₓ	a
ninta	a
ninta₂	a
nintah	a
nintah₂	a
nintah₃	a
nintahu	a
ninuₓ	a
ninₓ	a
niŋ	a
niŋ₂	a
niŋ₆	a
niŋar	a
niŋarₓ	a
niŋbunₓ	a
niŋdaba	a
niŋdaba₂	a
niŋdanaₓ	a
niŋdanₓ	a
niŋemₓ	a
niŋen	a
niŋen₂	a
niŋen₅	a
niŋen₆	a
niŋi₂	a
niŋimₓ	a
niŋin	a
niŋin₁₁	a
niŋin₂	a
niŋin₃	a
niŋin₄	a
niŋin₅	a
niŋin₆	a
niŋin₈	a
niŋin₉	a
niŋinₓ	a
niŋir	a
niŋir₂	a
niŋirgalₓ	a
niŋirsiₓ	a
niq	a
niq₂	a
niqiₓ	a
nir	a
nir₂	a
nir₃	a
nir₄	a
nir₅	a
nir₆	a
nir₇	a
nira	a
nira₂	a
nira₃	a
nirah	a
nirahₓ	a
nirₓ	a
nis	a
niš	a
nis₂	a
niš₂	a
niša	a
nisaba	a
nisaba₂	a
nisag	a
NISAG	A
nisag₂	a
nisaga	a
nisagga	a
nisaŋ	a
nisaŋ₂	a
nisaŋₓ	a
nisi	a
nisig	a
nisikiₓ	a
nisku	a
niskum	a
nissa	a
nišₓ	a
nit	a
niṭ	a
nita	a
nita₂	a
nita₃	a
nita₄	a
nitadam	a
nitadam₂	a
nitadam₄	a
nitadamₓ	a
nitah	a
nitah₂	a
nitah₃	a
nitahu	a
nitalam	a
nitalam₂	a
nitalam₃	a
nitalam₄	a
nitaₓ	a
nitlam	a
nitlam₂	a
nitlam₃	a
nitlam₄	a
nittaₓ	a
|NI.TUK|	|A.A|
|NI.UD|	|A.A|
|NI.UD.EN|	|A.A.A|
|NI.UD.KI|	|A.A.A|
niz	a
nu	a
NU	A
nu₁₀	a
nu₁₁	a
NU₁₁	A
NU₁₁@90	A@1
|NU₁₁@90.PI|	|A@1.A|
|NU₁₁@90.SILA₃|	|A@1.A|
|NU₁₁.BUR|	|A.A|
|NU₁₁.BUR.HU|	|A.A.A|
|NU₁₁.BUR.LA|	|A.A.A|
|NU₁₁.BUR.LA.HU|	|A.A.A.A|
|NU₁₁.BUR.SU.HU.LA|	|A.A.A.A.A|
|NU₁₁.BUR.SU.LA.HU|	|A.A.A.A.A|
|NU₁₁.GIŠ|	|A.A|
|NU₁₁.IR|	|A.A|
|NU₁₁.LA.BUR|	|A.A.A|
|NU₁₁.LA.HU|	|A.A.A|
|NU₁₁&NU₁₁.BUR&BUR|	|A&A.A&A|
NU₁₁@t	A@a
nu₁₂	a
nu₁₃	a
nu₂	a
nu₃	a
nu₄	a
nu₅	a
nu₆	a
nu₇	a
nu₈	a
nubₓ	a
nud	a
nug	a
nug₂	a
nugₓ	a
num	a
num₂	a
numdu	a
numdum	a
numdun	a
numgišur	a
numma	a
numu	a
numun	a
numun₂	a
numun₃	a
numun@d	a@a
numunₓ	a
numₓ	a
nun	a
NUN	A
nun₂	a
nun₃	a
nuna	a
nundu	a
nundum	a
nundun	a
|NUN.EŠ₂.AB.BU|	|A.A.A.A|
|NUN.EŠ₂.BU|	|A.A.A|
|NUN.EŠ₂.ŠE.BU|	|A.A.A.A|
nungi	a
nungi₂	a
nungi₃	a
|NUN.GIŠ%GIŠ|	|A.A%A|
|NUN.KI|	|A.A|
|NUN.LA.GA₂×GAR|	|A.A.A|
|NUN.LA.GA₂×UŠ|	|A.A.A|
|NUN.LAGAR|	|A.A|
|NUN.LAGAR×GAR|	|A.A|
|NUN.LAGAR×MAŠ|	|A.A|
|(NUN.LAGAR)&(NUN.LAGAR)|	|(A.A)&(A.A)|
|(NUN.LAGAR×SAL)&(NUN.LAGAR×SAL)|	|(A.A)&(A.A)|
|NUN.LAGAR×UŠ|	|A.A|
|NUN.ME|	|A.A|
|NUN.ME.AB₂.DU|	|A.A.A.A|
|NUN.ME.DU|	|A.A.A|
|NUN.ME.EZEN.KUM|	|A.A.A.A|
|NUN.ME.KA×GAN₂@t|	|A.A.A@a|
|NUN.ME.KA×ME|	|A.A.A|
nunmeli	a
|NUN.ME.TAG|	|A.A.A|
|NUN.ME.TAG.GA|	|A.A.A.A|
|NUN%NUN|	|A%A|
|NUN&NUN|	|A&A|
|NUN.NUN|	|A.A|
|NUN%NUN.LAGAR&LAGAR|	|A%A.A&A|
|(NUN&NUN)&(NUN&NUN)|	|(A&A)&(A&A)|
nunpe	a
nunpeₓ	a
|NUN.ŠE|	|A.A|
|NUN.ŠE.LAL|	|A.A.A|
NUN@t	A@a
|NUN.TAG|	|A.A|
|NUN@t.KI|	|A@a.A|
|NUN@t.ŠE|	|A@a.A|
nunu	a
nunun	a
|NU&NU.NUNUZ&NUNUZ.U₂&U₂|	|A&A.A&A.A&A|
nunurra	a
nunurru	a
nunus	a
nunusₓ	a
nunuz	a
NUNUZ	A
NUNUZ~a	A~a
|NUNUZ.AB₂|	|A.A|
|NUNUZ.AB₂×AŠGAB|	|A.A|
|NUNUZ.AB₂×BI|	|A.A|
|NUNUZ.AB₂×(BULUG₂.GUG₂)|	|A.A(A.A)|
|NUNUZ.AB₂×DUG|	|A.A|
|NUNUZ.AB₂×EŠ|	|A.A|
|NUNUZ.AB₂×GU|	|A.A|
|NUNUZ.AB₂×GUD|	|A.A|
|NUNUZ.AB₂×(GUG₂.BULUG₂)|	|A.A(A.A)|
|NUNUZ.AB₂×IGI@g|	|A.A@a|
|NUNUZ.AB₂×KAD₃|	|A.A|
|NUNUZ.AB₂×LA|	|A.A|
|NUNUZ.AB₂×LU₃|	|A.A|
|NUNUZ.AB₂×(LU₃.PAP.PAP)|	|A.A(A.A.A)|
|NUNUZ.AB₂×NE|	|A.A|
|NUNUZ.AB₂×SILA₃|	|A.A|
|NUNUZ.AB₂×TAB|	|A.A|
|NUNUZ.AB₂×U₂|	|A.A|
|NUNUZ.AB₂×X|	|A.A|
|NUNUZ.DIM₂|	|A.A|
|NUNUZ.DUH.A|	|A.A.A|
|NUNUZ.KISIM₅|	|A.A|
|NUNUZ.KISIM₅×AŠGAB|	|A.A|
|NUNUZ.KISIM₅×BI|	|A.A|
|NUNUZ.KISIM₅×BI.U|	|A.A.A|
|NUNUZ.KISIM₅×KAK|	|A.A|
|NUNUZ.KISIM₅×(LU₃.PAP.PAP)|	|A.A(A.A.A)|
|NUNUZ.KISIM₅×(TUG₂.HI)|	|A.A(A.A)|
|NUNUZ.KISIM₅×U₂|	|A.A|
|NUNUZ.NUNUZ|	|A.A|
nunuzₓ	a
nunuzzi	a
nunuzziₓ	a
nunₓ	a
nuŋa	a
nuŋun	a
nuŋₓ	a
nur	a
nura	a
nuri	a
nuru	a
nurₓ	a
nus	a
nuska	a
nuška	a
nuska₂	a
nuška₂	a
nusku	a
nusku₂	a
nušku₂	a
nussu	a
|NU×U|	|A|
nuₓ	a
nuz	a
nuzzi	a
ŋa₁₀	a
ŋa₂	a
ŋa₆	a
ŋaburra	a
ŋadub	a
ŋagi₂	a
ŋagia	a
ŋagia₂	a
ŋagiaₓ	a
ŋahalla	a
ŋahallaₓ	a
ŋahili	a
ŋaiku	a
ŋal₂	a
ŋal₄	a
ŋalga	a
ŋalgaₓ	a
ŋalilla	a
ŋalillaₓ	a
ŋalₓ	a
ŋanun	a
ŋanunₓ	a
ŋaŋirsu	a
ŋar	a
ŋar₃	a
ŋar₇	a
ŋar₈	a
ŋargaₓ	a
ŋarim	a
ŋarim₂	a
ŋarin	a
ŋarza	a
ŋarza₂	a
ŋarzu	a
ŋasibir	a
ŋasikilla	a
ŋasikillaₓ	a
ŋaₓ	a
ŋe₂₆	a
ŋe₆	a
ŋe₇	a
ŋedar	a
ŋedru	a
ŋeli₃	a
ŋen	a
ŋepar	a
ŋer₁₅	a
ŋereš₂	a
ŋeš	a
ŋeš₂	a
ŋeš₂@c	a@a
ŋeš₂@c@v	a@a@a
ŋeš₃	a
ŋešaₓ	a
ŋešba	a
ŋešba₂	a
ŋešbaₓ	a
ŋešbu	a
ŋešbu₂	a
ŋešbun	a
ŋešbun₂	a
ŋešburₓ	a
ŋešdan	a
ŋešdan₂	a
ŋešdan₃	a
ŋešdan₄	a
ŋešdana	a
ŋešdana₂	a
ŋešdana₃	a
ŋešdana₄	a
ŋešdu	a
ŋešgal	a
ŋešgem	a
ŋešgiriₓ	a
ŋešhar	a
ŋešhur	a
ŋešimmar	a
ŋeškadₓ	a
ŋeškim	a
ŋešmaš	a
ŋešnimbar	a
ŋešninbar	a
ŋešnu	a
ŋešnu₂	a
ŋešnu₃	a
ŋešpa	a
ŋešpu	a
ŋešpu₂	a
ŋessal	a
ŋeššir	a
ŋessu	a
ŋessun	a
ŋeštae	a
ŋeštae₂	a
ŋeštan	a
ŋeštan₂	a
ŋeštan₃	a
ŋeštan₄	a
ŋeštana	a
ŋeštana₂	a
ŋeštana₃	a
ŋeštana₄	a
ŋeštin	a
ŋeština	a
ŋeštinₓ	a
ŋeštu	a
ŋeštu₂	a
ŋeštu₃	a
ŋestug	a
ŋeštug	a
ŋeštug₂	a
ŋeštug₃	a
ŋeštugₓ	a
ŋeštukul₂	a
ŋešturu	a
ŋeštuₓ	a
ŋešʾu	a
ŋešʾu@c	a@a
ŋezzal	a
ŋi₂₅	a
ŋi₆	a
ŋi₇	a
ŋidlam	a
ŋidlam₂	a
ŋidlam₃	a
ŋidlam₄	a
ŋidri	a
ŋidru	a
ŋili₃	a
ŋim₆	a
ŋin	a
ŋiparₓ	a
ŋir	a
ŋir₁₅	a
ŋir₂	a
ŋir₃	a
ŋiri	a
ŋiri₁₆	a
ŋiri₂	a
ŋiri₃	a
ŋiriₓ	a
ŋiš	a
ŋiš₂	a
ŋiš₃	a
ŋisal	a
ŋišbum	a
ŋišbun	a
ŋišbun₂	a
ŋišbunₓ	a
ŋišdu	a
ŋišgal	a
ŋišimmar	a
ŋiškadₓ	a
ŋiskim	a
ŋiškim	a
ŋišnimbar	a
ŋišnu	a
ŋišnu₂	a
ŋiššir	a
ŋissu	a
ŋištu	a
ŋištu₂	a
ŋištu₃	a
ŋistug	a
ŋištug	a
ŋištug₂	a
ŋištug₃	a
ŋitlam	a
ŋitlam₂	a
ŋitlam₃	a
ŋiz	a
ŋizal	a
ŋizza	a
ŋizzal	a
ŋizzal₂	a
ŋizzalₓ	a
ŋu₁₀	a
ŋulla	a
ŋur₂₃	a
ŋur₂₄	a
ŋurgu	a
ŋurgu₂	a
ŋuruš	a
ŋušur	a
ŋušur₂	a
ŋušurₓ	a
o	a
O	A
ON	A
oo	a
OO	A
P₁	A
P₂	A
P₃	A
P₄	A
P₅	A
pa	a
PA	A
pa₁₀	a
pa₁₂	a
pa₂	a
pa₃	a
pa₄	a
pa₅	a
pa₆	a
pa₈	a
pa₉	a
|PA.AL|	|A.A|
|PA.AN|	|A.A|
pab	a
pabadₓ	a
pad	a
PAD	A
pad₂	a
pad₃	a
pad₄	a
pad₅	a
pad₆	a
pada	a
|PA.DAG.KISIM₅×GA|	|A.A.A|
|PA.DAG.KISIM₅×GUD|	|A.A.A|
|PA.DAG.KISIM₅×KAK|	|A.A.A|
|PA.DAG.KISIM₅×LU|	|A.A.A|
|PA.DAG.KISIM₅×(LU.MAŠ₂)|	|A.A.A(A.A)|
|PAD.AN.MUŠ₃|	|A.A.A|
|PAD.AN.MUŠ₃@g|	|A.A.A@a|
|PAD.DUG.GIŠ.SI|	|A.A.A.A|
|PAD.GISAL.SI|	|A.A.A|
|PAD.GISAL.SI.A|	|A.A.A.A|
|PAD.MUŠ₃|	|A.A|
|PA.DU|	|A.A|
|PAD.UD|	|A.A|
|PA.DU@g|	|A.A@a|
|PA.DUG.GIŠ.PAD.SI.A|	|A.A.A.A.A.A|
|PA.DUN₃|	|A.A|
|PA.DU@s|	|A.A@a|
|PA.DU@s.HUB₂|	|A.A@a.A|
|PA.E₂|	|A.A|
|PA.EL|	|A.A|
|PA.EL.BU@g|	|A.A.A@a|
|PA.EL.SUD|	|A.A.A|
|PA.EŠ₂|	|A.A|
pag	a
|PA.GA₂|	|A.A|
|PA.GAN|	|A.A|
|PA.GAR.TE.SI|	|A.A.A.A|
|PA.GI|	|A.A|
|PA.GISAL.PAD|	|A.A.A|
|PA.GISAL.SI|	|A.A.A|
|PA.GISAL.SI.A|	|A.A.A.A|
|PA.GISAL.SI.A.PAD|	|A.A.A.A.A|
|PA.GISAL.SI.KAL.RU|	|A.A.A.A.A|
pagra₃	a
pagraₓ	a
|PA.GU₂@g|	|A.A@a|
|PA.GU₂×NUN|	|A.A|
pah	a
pah₃	a
|PA.HUB₂|	|A.A|
|PA.HUB₂.DU|	|A.A.A|
|PA.IB|	|A.A|
pak	a
|PA.KAK|	|A.A|
pal	a
pala	a
pala₂	a
pala₃	a
pala₄	a
|PA.LAGAB×(GUD&GUD)|	|A.A(A&A)|
palaₓ	a
palil	a
palil₂	a
pallilₓ	a
|PA.LU|	|A.A|
|PA.LU₂|	|A.A|
|PA.LUGAL|	|A.A|
|PA.LU.TA|	|A.A.A|
|PA.ME.U.U.U|	|A.A.A.A.A|
|PA.MUNSUB|	|A.A|
pan	a
PAN	A
pan₃	a
pana	a
|PA.NAM₂|	|A.A|
panaₓ	a
|PAN.GAM|	|A.A|
|(PAN&PAN).(EŠ₂&EŠ₂)|	|(A&A).(A&A)|
pansur	a
panšur	a
panu	a
|PA.NUN.LAGAR|	|A.A.A|
pap	a
PAP	A
|PA.PA|	|A.A|
papa₂	a
papadₓ	a
|PAP.E|	|A.A|
|PAP.GIŠ.NE|	|A.A.A|
|PAP.GU₂.GAR₃|	|A.A.A|
|PAP.HAL|	|A.A|
|PAP.IGI@g|	|A.A@a|
|PAP.IGI@g.NUN.ME|	|A.A@a.A.A|
|PAP.IGI@g.NUN.ME.EZEN×KASKAL|	|A.A@a.A.A.A|
|PAP.IŠ|	|A.A|
|PAP.NA₂|	|A.A|
|PAP.NE|	|A.A|
|PAP.NE.GIŠ|	|A.A.A|
papnun	a
|PAP.NUN.ME.EZEN|	|A.A.A.A|
|PAP.PAP.4×IDIM|	|A.A.1A|
|PAP.PAP.LU₃|	|A.A.A|
|(PAP.PAP)&(PAP.PAP)|	|(A.A)&(A.A)|
|PAP.PAP.ŠE|	|A.A.A|
|PAP.PAP×ŠE|	|A.A|
|(PAP.PAP)@t|	|(A.A)@a|
|PAP.SAG|	|A.A|
|PAP.ŠE.PAP|	|A.A.A|
paq	a
par	a
par₂	a
par₃	a
par₄	a
par₅	a
par₇	a
para	a
para₁₀	a
para₂	a
para₄	a
para₅	a
para₆	a
para₇	a
para₈	a
para₉	a
parag	a
parim	a
parimₓ	a
parsa	a
parₓ	a
|PA.ŠA₆|	|A.A|
|PA.SAL.HUB₂.DU|	|A.A.A.A|
|PA.ŠE|	|A.A|
|PA.SI|	|A.A|
|PA.SI.GAR|	|A.A.A|
|PA.SU|	|A.A|
|PA.SUD.EL|	|A.A.A|
pat	a
paṭ	a
pat₂	a
paṭ₂	a
pata	a
|PA.TAR|	|A.A|
|PA.TE|	|A.A|
|PA.TE.SI|	|A.A.A|
|PA.TE.SI.GAR|	|A.A.A.A|
patru	a
|PA.TUG₂|	|A.A|
|PA.TUK.DU|	|A.A.A|
|PA.URU|	|A.A|
|PA.URU×MIN|	|A.A|
|PA.UZU|	|A.A|
paₓ	a
pe	a
pe₂	a
pe₃	a
pe₅	a
pel	a
pel₂	a
pel₅	a
per	a
per₂	a
pes	a
peš	a
peš⁻	a
peš₁₀	a
peš₁₁	a
peš₁₂	a
peš₁₃	a
peš₁₄	a
peš₂	a
PEŠ₂	A
peš₃	a
peš₄	a
peš₅	a
peš₆	a
peš₇	a
peš₉	a
pešše	a
pešₓ	a
pet	a
pet₂	a
pi	a
PI	A
pi₂	a
pi₃	a
pi₄	a
pi₅	a
pi₈	a
|PI×A|	|A|
|PI×AB|	|A|
|PI×BI|	|A|
|PI×BU|	|A|
pid	a
pid₂	a
|PI×E|	|A|
|PI.GIŠ.TUG₂|	|A.A.A|
pihu	a
pihu₂	a
pihu₃	a
pihu₄	a
pihu₅	a
pihu₆	a
|PI×I|	|A|
|PI×IB|	|A|
pik	a
pil	a
pil₂	a
pil₃	a
pil₄	a
pil₇	a
pin	a
|PI%PI|	|A%A|
piq	a
pir	a
pir₂	a
pir₃	a
pir₆	a
pirig	a
PIRIG	A
pirig₂	a
pirig₃	a
piriga	a
|PIRIG.AB×GAL|	|A.A|
|PIRIG.AB@g.GAL|	|A.A@a.A|
|PIRIG×KAL|	|A|
|PIRIG.KIŠ|	|A.A|
|PIRIG×PA.LAGAB|	|A.A|
|PIRIG.PIRIG|	|A.A|
|PIRIG@PIRIG|	|A@A|
|PIRIG×ŠE|	|A|
|PIRIG.TUR|	|A.A|
|PIRIG×UD|	|A|
|PIRIG×X|	|A|
|PIRIG×ZA|	|A|
piriŋ	a
piriŋ⁺	a
piriŋ₂	a
piriŋ₃	a
piriŋa	a
pis	a
piš	a
piš₁₀	a
piš₂	a
piš₄	a
piš₅	a
piš₆	a
piša	a
pisag	a
pisag₂	a
pisag₃	a
pisagₓ	a
pisan	a
pisan₂	a
pisan₃	a
pisanₓ	a
pisaŋ	a
pisaŋ₂	a
pisaŋ₃	a
pišₓ	a
pit	a
piṭ	a
pit₂	a
pitru	a
|PI×U|	|A|
|PI×U₂|	|A|
PN	A
pu	a
pu₁₁	a
pu₂	a
pu₃	a
pu₅	a
pu₆	a
puginₓ	a
puglu	a
pugluₓ	a
puh	a
puhrum	a
puk	a
pul	a
pul₂	a
pul₃	a
pum	a
puq₂	a
pur	a
pur₁₃	a
puru	a
puš₂	a
puš₃	a
puš₄	a
puta	a
pute	a
puti	a
putu	a
puzru	a
puzur	a
puzur₂	a
puzur₃	a
puzur₄	a
puzur₅	a
qa	a
qa₂	a
qa₃	a
qa₄	a
qa₆	a
qab	a
qab₂	a
qab₃	a
qablu	a
qad	a
qad₂	a
qad₃	a
qadma	a
qadmaₓ	a
qadmu	a
qal	a
qal₃	a
qal₄	a
qam	a
qam₂	a
qan	a
qan₂	a
qap	a
qap₂	a
qaptu	a
qaq	a
qaqqaru	a
qar	a
qar₂	a
qat	a
qat₂	a
qat₃	a
qaṭ₃	a
qat₅	a
qat₈	a
qata	a
qati	a
qe	a
qe₂	a
qe₃	a
qe₄	a
qeb	a
qel	a
qep	a
qer	a
qer₃	a
qer₅	a
qerₓ	a
qi	a
qi₂	a
qi₃	a
qi₄	a
qi₅	a
qi₆	a
qib	a
qid	a
qid₂	a
qil	a
qil₂	a
qim	a
